Hex ID,Country,Callsign,Registration,Type
4BAA6E,Turkey,THY6KQ,TC-JSN,A321
4BAA6F,Turkey,THY7TA,TC-JSO,A321
4BAA72,Turkey,THY4WG,TC-JSR,A321
4BAA73,Turkey,THY5QS,TC-JSS,A321
4BAA74,Turkey,THY45Z,TC-JST,A321
4BAA75,Turkey,THY5PZ,TC-JSU,A321
4BAA76,Turkey,THY7GV,TC-JSV,A321
4BAA79,Turkey,THY96BH,TC-JSY,A321
4BAA81,Turkey,THY2FV,TC-JTA,A321
4BAA84,Turkey,THY8ZE,TC-JTD,A321
4BAA85,Turkey,THY2NB,TC-JTE,A321
4BAA87,Turkey,THY9DZ,TC-JTG,A321
4BAA89,Turkey,THY4JH,TC-JTI,A321
4BAA8A,Turkey,TYH38FH,TC-JTJ,A321
4BAA8B,Turkey,THY1UJ,TC-JTK,A321
4BAA8C,Turkey,THY4FJ,TC-JTL,A321
4BAA8D,Turkey,THY5KU,TC-JTM,A321
4BAA8E,Turkey,THY6WS,TC-JTN,A321
4BAA92,Turkey,THY9GD,TC-JTR,A321
4BAAC2,Turkey,THY23LB,TC-JVB,B738
4BAAC9,Turkey,THY2WY,TC-JVI,B738
4BAACC,Turkey,THY7WF,TC-JVL,B738
4BAACD,Turkey,THY1TF,TC-JVM,B738
4BAACE,Turkey,THY2AG,TC-JVN,B738
4BAAD0,Turkey,THY5FN,TC-JVP,B738
4BAAD9,Turkey,THY95PT,TC-JVY,B738
4BAADA,Turkey,THY8LZ,TC-JVZ,B738
4BAB21,Turkey,THY1SR,TC-JYA,B739
4BAB22,Turkey,THY3DJ,TC-JYB,B739
4BAB26,Turkey,THY2PC,TC-JYF,B739
4BAB28,Turkey,THY2KD,TC-JYH,B739
4BAB2D,Turkey,THY7CZ,TC-JYM,B739
4BAB48,Turkey,THY41RT,TC-JZH,B738
4BAB53,Turkey,THY6LS,TC-JZS,B738
4BAB54,Turkey,THY2BW,TC-JZT,B738
4BB026,Turkey,THY4GY,TC-LAF,B38M
4BB027,Turkey,THY8CU,TC-LAG,B38M
4BB029,Turkey,THY8HW,TC-LAI,B38M
4BB02A,Turkey,THY7AB,TC-LAJ,B38M
4BB02B,Turkey,THY3RU,TC-LAK,B38M
4BB061,Turkey,THY9GT,TC-LCA,B38M
4BB064,Turkey,THY9ZU,TC-LCD,B38M
4BB065,Turkey,THY84Q,TC-LCE,B38M
4BB066,Turkey,THY7YC,TC-LCF,B38M
4BB068,Turkey,THY3ND,TC-LCH,B38M
4BB06B,Turkey,THY6RP,TC-LCK,B38M
4BB06C,Turkey,THY24RD,TC-LCL,B38M
4BB06F,Turkey,THY17K,TC-LCO,B38M
4BB0E1,Turkey,THY85,TC-LGA,A359
4BB0E7,Turkey,THY16,TC-LGG,A359
4BB0E8,Turkey,TK31K,TC-LGH,A359
4BB0E9,Turkey,THY4XV,TC-LGI,A359
4BB0EA,Turkey,THY84U,TC-LGJ,A359
4BB0EB,Turkey,THY12W,TC-LGK,A359
4BB0EC,Turkey,TK40Y,TC-LGL,A359
4BB0ED,Turkey,TK193,TC-LGM,A359
4BB143,Turkey,THY55,TC-LJC,B77W
4BB144,Turkey,THY2YN,TC-LJD,B77W
4BB145,Turkey,TK5KM,TC-LJE,B77W
4BB149,Turkey,TK79K,TC-LJI,B77W
4BB14B,Turkey,TK5,TC-LJK,B77W
4BB14E,Turkey,THY6388,TC-LJN,B77L
4BB150,Turkey,THY6276,TC-LJP,B77L
4BB183,Turkey,THY25,TC-LLC,B789
4BB186,Turkey,THY189,TC-LLF,B789
4BB18B,Turkey,TK77J,TC-LLK,B789
4BB18D,Turkey,TK8DE,TC-LLM,B789
4BB18F,Turkey,TK3DY,TC-LLO,B789
4BB195,Turkey,THY45M,TC-LLU,B789
4BB1C7,Turkey,THY58,TC-LNG,A333
4BB1E1,Turkey,THY9LK,TC-LOA,A333
4BB1E2,Turkey,THY9SH,TC-LOB,A333
4BB1E3,Turkey,THY8NZ,TC-LOC,A333
4BB1E4,Turkey,THY350,TC-LOD,A333
4BB1E5,Turkey,THY3YZ,TC-LOE,A333
4BB1E6,Turkey,THY1AM,TC-LOF,A333
4BB1E8,Turkey,THY6SM,TC-LOH,A332
4BB262,Turkey,THY6VT,TC-LSB,A21N
4BB263,Turkey,THY664,TC-LSC,A21N
4BB264,Turkey,THY6FA,TC-LSD,A21N
4BB267,Turkey,THY576,TC-LSG,A21N
4BB268,Turkey,THY3LY,TC-LSH,A21N
4BB26C,Turkey,THY79YJ,TC-LSL,A21N
4BB26D,Turkey,THY6BN,TC-LSM,A21N
4BB26E,Turkey,THY1XP,TC-LSN,A21N
4BB26F,Turkey,THY21DF,TC-LSO,A21N
4BB270,Turkey,THY3PK,TC-LSP,A21N
4BB272,Turkey,THY2MT,TC-LSR,A21N
4BB276,Turkey,THY348,TC-LSV,A21N
4BB27A,Turkey,THY6ZB,TC-LSZ,A21N
4BB289,Turkey,THY8UK,TC-LTI,A21N
4BB28D,Turkey,THY8WJ,TC-LTM,A21N
4BB28E,Turkey,THY12NE,TC-LTN,A21N
4BB28F,Turkey,THY5JK,TC-LTO,A21N
4BB290,Turkey,THY7QY,TC-LTP,A21N
4BB2A1,Turkey,THY9BN,TC-LUA,A21N
4BB2A3,Turkey,THY2YS,TC-LUC,A21N
4BB2AA,Turkey,THY1LA,TC-LUJ,A21N
4BB2AE,Turkey,THY3NX,TC-LUN,A20N
4BB2AF,Turkey,THY6XR,TC-LUO,A20N
4BB2B0,Turkey,THY7BP,TC-LUP,A21N
4BB46D,Turkey,MNB131,TC-MCM,A333
4BB46E,Turkey,MNB280,TC-MCN,A333
4BB47A,Turkey,MNB1340,TC-MCZ,A332
4BB4E7,Turkey,MGH809,TC-MGG,B77W
4BB566,Turkey,CAI8313,TC-MKF,B38M
4BB845,Turkey,PGT712,TC-NBE,A20N
4BB848,Turkey,PGT11YN,TC-NBH,A20N
4BB849,Turkey,PGT1863,TC-NBI,A20N
4BB84A,Turkey,PGT1DA,TC-NBJ,A20N
4BB84B,Turkey,PGT189T,TC-NBK,A20N
4BB84E,Turkey,PGT5ZD,TC-NBN,A20N
4BB850,Turkey,PGT8043,TC-NBP,A20N
4BB852,Turkey,PGT1346,TC-NBR,A20N
4BB854,Turkey,PGT1294,TC-NBT,A20N
4BB855,Turkey,PGT6WN,TC-NBU,A20N
4BB856,Turkey,PGT1629,TC-NBV,A20N
4BB85A,Turkey,PGT61SH,TC-NBZ,A20N
4BB863,Turkey,PGT704,TC-NCC,A20N
4BB866,Turkey,PGT7HH,TC-NCF,A20N
4BB869,Turkey,PGT534F,TC-NCI,A20N
4BB870,Turkey,PGT2F,TC-NCP,A20N
4BB873,Turkey,PGT1SC,TC-NCS,A20N
4BB875,Turkey,PGT2YM,TC-NCU,A20N
4BB879,Turkey,PGT2030,TC-NCY,A20N
4BB87A,Turkey,PGT1523,TC-NCZ,A20N
4BC841,Turkey,PGT1WW,TC-RBA,A21N
4BC842,Turkey,PGT100,TC-RBB,A21N
4BC848,Turkey,PGT120U,TC-RBH,A21N
4BC84B,Turkey,PGT696,TC-RBK,A21N
4BC84C,Turkey,PGT387,TC-RBL,A21N
4BC84E,Turkey,PGT2819,TC-RBN,A21N
4BC850,Turkey,PGT6VW,TC-RBP,A21N
4BC855,Turkey,PGT2073,TC-RBU,A21N
4BC859,Turkey,PGT8AF,TC-RBY,A21N
4BC85A,Turkey,PGT1102,TC-RBZ,A21N
4BC886,Turkey,PGT91H,TC-RDF,A21N
4BCC21,Turkey,SXS8A,TC-SAA,C172
4BCCA9,Turkey,SXS93P,TC-SEI,B738
4BCCAA,Turkey,SXS1LF,TC-SEJ,B738
4BCCAB,Turkey,SXS9C,TC-SEK,B738
4BCCAF,Turkey,SXS53V,TC-SEO,B738
4BCCB0,Turkey,SXS7YU,TC-SEP,B738
4BCCB5,Turkey,SXS5,TC-SEU,B738
4BCCB9,Turkey,SXS5JM,TC-SEY,B738
4BCCBA,Turkey,SXS2WZ,TC-SEZ,B738
4BCDA1,Turkey,SXS2U,TC-SMA,B38M
4BCDA2,Turkey,SXS3TU,TC-SMB,B38M
4BCDA6,Turkey,SXS9L,TC-SMF,B38M
4BCDCE,Turkey,SXS79P,TC-SNN,B738
4BCDD2,Turkey,SXS6V,TC-SNR,B738
4BCDE1,Turkey,SXS3PA,TC-SOA,B738
4BCDE2,Turkey,SXS3CC,TC-SOB,B738
4BCDE3,Turkey,SXS3EX,TC-SOC,B738
4BCDE5,Turkey,SXS4W,TC-SOE,B738
4BCDE6,Turkey,SXS1XU,TC-SOF,B738
4BCDED,Turkey,SXS1K,TC-SOM,B38M
4BCDEE,Turkey,SXS7C,TC-SON,B738
4BCDF4,Turkey,SXS7WL,TC-SOT,B738
4BCDF9,Turkey,SXS9EY,TC-SOY,B738
4BCE02,Turkey,SXS3SZ,TC-SPB,B738
4BCE03,Turkey,SXS7RD,TC-SPC,B738
4BCE04,Turkey,SXS536,TC-SPD,B738
4BCE05,Turkey,SXS3SY,TC-SPE,B738
4BCE0A,Turkey,SXS7TT,TC-SPJ,B738
4BCE0B,Turkey,SXS7UG,TC-SPK,B738
4BCE0E,Turkey,SXS4UB,TC-SPN,B738
4BCE14,Turkey,SXS5MP,TC-SPT,B738
4BCE15,Turkey,SXS7HD,TC-SPU,B738
4BCEB5,Turkey,SXS8NF,TC-SUU,B738
4BD149,Turkey,CAI64HW,TC-TJI,B738
4BD14A,Turkey,CAI95CU,TC-TJJ,B738
4BD14F,Turkey,CAI77HC,TC-TJO,B738
4BD154,Turkey,CAI9BU,TC-TJT,B738
4BD156,Turkey,CAI668,TC-TJV,B738
4BD183,Turkey,MGH803,TC-TLC,B734
4BD184,Turkey,TWI254,TC-TLD,B734
4BD185,Turkey,TWI363,TC-TLE,B734
4BD8AC,Turkey,THY6509,TC-VEL,A310
4C0176,Serbia,ASL80X,YU-ALW,AT76
4C0177,Serbia,ASL86B,YU-ALX,AT76
4C0178,Serbia,ASL49A,YU-ALY,AT76
4C01E7,Serbia,ASL28F,YU-APH,A320
4C01EB,Serbia,ASL46T,YU-APL,A319
4C01EC,Serbia,ASL41L,YU-APM,A319
4C01ED,Serbia,ASL29E,YU-APN,A319
4C0222,Serbia,ASL501,YU-ARC,A332
4C3C21,Serbia,YUPBB,YU-PBB,C56X
4C4E94,Serbia,YUTUU,YU-TUU,C55B
4C8085,Cyprus,ELY2523,5B-DDK,A320
4C808C,Cyprus,CYF527,5B-DDN,A320
4C808E,Cyprus,CYF535,5B-DDP,A320
4C8092,Cyprus,CAF001,CAF-001,E35L
4CA0C2,Ireland,BCS9117,EI-JRD,B734
4CA13D,Ireland,EIN61V,EI-CVA,A320
4CA15D,Ireland,EIN3YR,EI-CVB,A320
4CA15E,Ireland,EIN1EN,EI-DAA,A332
4CA214,Ireland,EIN248,EI-DEE,A320
4CA215,Ireland,EIN27T,EI-DEG,A320
4CA225,Ireland,RYR8SE,EI-DCK,B738
4CA226,Ireland,RYR59RQ,EI-DCJ,B738
4CA242,Ireland,RYR58C,EI-DCL,B738
4CA243,Ireland,RUK41DF,EI-DCM,B738
4CA244,Ireland,RYR5CP,EI-DCN,B738
4CA245,Ireland,RYR16XU,EI-DCO,B738
4CA24C,Ireland,RYR16HM,EI-DCZ,B738
4CA24D,Ireland,RYR26MT,EI-DCY,B738
4CA251,Ireland,RYR84UZ,EI-DCR,B738
4CA256,Ireland,RYR38DK,EI-DHA,B738
4CA258,Ireland,RYR1526,EI-DHC,B738
4CA25A,Ireland,RYR9WF,EI-DHE,B738
4CA262,Ireland,ITY604,EI-DIP,A332
4CA264,Ireland,RYR41ZY,EI-DHH,B738
4CA27A,Ireland,RYR83XP,EI-DHN,B738
4CA27B,Ireland,RYR2HL,EI-DHR,B738
4CA27D,Ireland,RYR7PT,EI-DHP,B738
4CA27F,Ireland,EIN1HL,EI-DEK,A320
4CA281,Ireland,EIN43F,EI-DEI,A320
4CA292,Ireland,EIN52N,EI-DEL,A320
4CA295,Ireland,EIN896,EI-DEO,A320
4CA2AB,Ireland,RYR19CD,EI-DHX,B738
4CA2AD,Ireland,RYR4C,EI-DHZ,B738
4CA2BF,Ireland,RYR44HR,EI-DLB,B738
4CA2C0,Ireland,RYR33QX,EI-DLC,B738
4CA2C1,Ireland,RYR40GC,EI-DLD,B738
4CA2C4,Ireland,RYR87JC,EI-DLG,B738
4CA2C9,Ireland,EIN886,EI-DEP,A320
4CA2D4,Ireland,RYR7QB,EI-DLH,B738
4CA2D5,Ireland,RYR4RY,EI-DLI,B738
4CA2D7,Ireland,RYR147V,EI-DLK,B738
4CA301,Ireland,RYR84AQ,EI-DLV,B738
4CA303,Ireland,RYR9JT,EI-DLX,B738
4CA304,Ireland,RYR76HR,EI-DLY,B738
4CA364,Ireland,KZR955,EI-KDF,A21N
4CA383,Ireland,BCS4106,EI-STI,B734
4CA4EB,Ireland,RYR6ZZ,EI-DPG,B738
4CA4EC,Ireland,RYR52PY,EI-DPH,B738
4CA4ED,Ireland,RYR98UJ,EI-DPI,B738
4CA4EF,Ireland,RYR5GR,EI-DPK,B738
4CA4F2,Ireland,RYR1AJ,EI-DPN,B738
4CA4F8,Ireland,RYR7WU,EI-DPV,B738
4CA564,Ireland,RYR482U,EI-DPY,B738
4CA565,Ireland,RYR3WT,EI-DPZ,B738
4CA567,Ireland,RYR19CC,EI-DWB,B738
4CA568,Ireland,RYR89SJ,EI-DWC,B738
4CA56A,Ireland,RYR27NW,EI-DWE,B738
4CA56B,Ireland,RYR13JG,EI-DWF,B738
4CA56C,Ireland,RYR82QF,EI-DWG,B738
4CA56D,Ireland,RYR40ZL,EI-DWH,B738
4CA570,Ireland,RYR4497,EI-DWK,B738
4CA61B,Ireland,RYR4EU,EI-DWM,B738
4CA61D,Ireland,RYR6ZL,EI-DWP,B738
4CA61E,Ireland,RYR42JA,EI-DWR,B738
4CA620,Ireland,SAS89B,EI-FPB,CRJ9
4CA621,Ireland,RYR47LX,EI-DWT,B738
4CA622,Ireland,RYR46QT,EI-DWV,B738
4CA623,Ireland,RYR9JR,EI-DWW,B738
4CA624,Ireland,RYR60JD,EI-DWX,B738
4CA625,Ireland,RYR3836,EI-DWY,B738
4CA63A,Ireland,EIN63J,EI-DVG,A320
4CA63B,Ireland,EIN40R,EI-FNJ,A320
4CA640,Ireland,EIN574,EI-DVH,A320
4CA643,Ireland,RYR43DR,EI-DYA,B738
4CA645,Ireland,RYR2LY,EI-DYC,B738
4CA646,Ireland,RYR34UA,EI-DYD,B738
4CA647,Ireland,RYR4N,EI-DYE,B738
4CA6A4,Ireland,RYR48RQ,EI-DYO,B738
4CA6A6,Ireland,RYR5729,EI-DYR,B738
4CA6AA,Ireland,RYR1WV,EI-DYW,B738
4CA6B2,Ireland,EAI58EH,EI-FSL,AT76
4CA6D9,Ireland,SAS83A,EI-FPG,CRJ9
4CA6F1,Ireland,ITY1559,EI-DSU,A320
4CA6F8,Ireland,SAS1220,EI-FPH,CRJ9
4CA6FD,Ireland,RYR3BK,EI-DYZ,B738
4CA700,Ireland,RYR40RJ,EI-EBC,B738
4CA701,Ireland,RYR2864,EI-EBD,B738
4CA702,Ireland,RYR2LT,EI-EBE,B738
4CA703,Ireland,RYR1MM,EI-EBF,B738
4CA704,Ireland,RYR2037,EI-EBG,B738
4CA707,Ireland,RYR5HK,EI-EBK,B738
4CA708,Ireland,RYR8PH,EI-EBL,B738
4CA718,Ireland,ITY1606,EI-DSV,A320
4CA737,Ireland,RYR8MV,EI-EBN,B738
4CA738,Ireland,RYR9EW,EI-EBO,B738
4CA739,Ireland,RYR292K,EI-EBP,B738
4CA73D,Ireland,RYR97YD,EI-EBV,B738
4CA73E,Ireland,RYR5087,EI-EBW,B738
4CA73F,Ireland,RYR24MM,EI-EBX,B738
4CA740,Ireland,RYR21RE,EI-EBY,B738
4CA741,Ireland,RYR2823,EI-EBZ,B738
4CA757,Ireland,ITY1298,EI-DSY,A320
4CA75E,Ireland,RYR1UX,EI-EFC,B738
4CA761,Ireland,RYR2YR,EI-EFF,B738
4CA762,Ireland,RYR16LD,EI-EFG,B738
4CA763,Ireland,RYR5TG,EI-EFH,B738
4CA765,Ireland,RYR14TP,EI-EFJ,B738
4CA766,Ireland,RYR8ZF,EI-EFK,B738
4CA769,Ireland,RYR755W,EI-EFN,B738
4CA76A,Ireland,RYR80XK,EI-EFO,B738
4CA76F,Ireland,EIN860,EI-EDP,A320
4CA770,Ireland,EIN736,EI-EDS,A320
4CA783,Ireland,ITY897,EI-DTB,A320
4CA7B5,Ireland,RYR954D,EI-EFZ,B738
4CA7B6,Ireland,RYR25GD,EI-EGA,B738
4CA7B9,Ireland,RYR37RA,EI-EGC,B738
4CA7D7,Ireland,ITY315,EI-DTH,A320
4CA7DD,Ireland,ITY1595,EI-DTI,A320
4CA7E1,Ireland,ITY247,EI-DTJ,A320
4CA801,Ireland,RYR55RZ,EI-EKC,B738
4CA803,Ireland,RYR39QN,EI-EKE,B738
4CA804,Ireland,RYR240U,EI-EKF,B738
4CA809,Ireland,RYR6YB,EI-EKJ,B738
4CA80B,Ireland,RYR3MP,EI-EKK,B738
4CA80C,Ireland,RYR3QN,EI-EKL,B738
4CA80D,Ireland,RYR4YV,EI-EKM,B738
4CA80F,Ireland,RYR2VX,EI-EKO,B738
4CA810,Ireland,RYR59PP,EI-EKP,B738
4CA814,Ireland,RYR91VE,EI-EKV,B738
4CA836,Ireland,EIN33T,EI-GAL,A320
4CA847,Ireland,RYR8GJ,EI-EKY,B738
4CA849,Ireland,RYR92VZ,EI-EMA,B738
4CA84A,Ireland,RYR9MJ,EI-EMB,B738
4CA84F,Ireland,RYR7UG,EI-EMH,B738
4CA852,Ireland,RYR39PQ,EI-EMJ,B738
4CA853,Ireland,RYR55BL,EI-EMK,B738
4CA854,Ireland,RYR9K,EI-EML,B738
4CA855,Ireland,RYR9UD,EI-EMM,B738
4CA856,Ireland,RYR5QU,EI-EMN,B738
4CA859,Ireland,RYR7YR,EI-EMR,B738
4CA863,Ireland,SAS1677,EI-FPI,CRJ9
4CA875,Ireland,EIWFI,EI-WFI,CL60
4CA88C,Ireland,RYR8YP,EI-ENA,B738
4CA88F,Ireland,RYR5YT,EI-ENC,B738
4CA891,Ireland,RYR950T,EI-ENE,B738
4CA892,Ireland,RYR14FK,EI-ENF,B738
4CA893,Ireland,RYR76ZP,EI-ENG,B738
4CA8B9,Ireland,SAS28K,EI-FPN,CRJ9
4CA8D0,Ireland,ITY812,EI-IKB,A320
4CA8D1,Ireland,ITY1791,EI-IKU,A320
4CA8D5,Ireland,RYR89ZU,EI-ENJ,B738
4CA8D6,Ireland,RYR3ZY,EI-ENK,B738
4CA8D7,Ireland,RYR37NM,EI-ENL,B738
4CA8D8,Ireland,RYR9JN,EI-ENM,B738
4CA8D9,Ireland,RYR28K,EI-ENN,B738
4CA8DA,Ireland,RYR94BB,EI-ENO,B738
4CA8E5,Ireland,RYR23BM,EI-ENS,B738
4CA8E6,Ireland,RYR9NX,EI-ENT,B738
4CA8E7,Ireland,RYR932L,EI-ENV,B738
4CA8E8,Ireland,RYR698M,EI-ENW,B738
4CA8E9,Ireland,RYR23CX,EI-ENX,B738
4CA8ED,Ireland,ITY1797,EI-IMD,A319
4CA8F4,Ireland,ITY113,EI-IMB,A319
4CA8F8,Ireland,ITY1786,EI-IML,A319
4CA90A,Ireland,ITY1739,EI-EIE,A320
4CA910,Ireland,RYR1AM,EI-EPB,B738
4CA911,Ireland,RYR4SE,EI-EPC,B738
4CA92B,Ireland,RYR30T,EI-HAT,B38M
4CA92D,Ireland,EIN4PT,EI-DVM,A320
4CA947,Ireland,EIN5WH,EI-DVN,A320
4CA95E,Ireland,RYR89FA,EI-HAW,B38M
4CA961,Ireland,NOS3864,EI-RZC,B38M
4CA973,Ireland,ITY356,EI-IMM,A319
4CA97A,Ireland,RYR504R,EI-ESS,B738
4CA97B,Ireland,RYR7BF,EI-EST,B738
4CA97C,Ireland,RYR9PB,EI-ESV,B738
4CA98A,Ireland,ITY1701,EI-IMN,A319
4CA994,Ireland,ITY1430,EI-IKG,A320
4CA9A9,Ireland,RYR8PT,EI-HAX,B38M
4CA9AA,Ireland,RYR46JB,EI-HAY,B38M
4CA9BB,Ireland,EIN991,EI-LRB,A21N
4CA9BD,Ireland,ITY353,EI-IMS,A319
4CA9C1,Ireland,RYR18JL,EI-EVA,B738
4CA9C3,Ireland,RYR9HN,EI-EVC,B738
4CA9CB,Ireland,EIN11T,EI-LRD,A21N
4CA9CC,Ireland,RYR4UP,EI-EVE,B738
4CA9CF,Ireland,RYR43TX,EI-EVG,B738
4CA9D1,Ireland,RYR13SX,EI-EVI,B738
4CA9D2,Ireland,RYR38QC,EI-EVJ,B738
4CA9D3,Ireland,RYR4FF,EI-EVK,B738
4CA9D4,Ireland,RYR88VP,EI-EVL,B738
4CA9EA,Ireland,RYR3JE,EI-EVM,B738
4CA9EB,Ireland,RYR8XY,EI-EVN,B738
4CA9EC,Ireland,RYR47EQ,EI-EVO,B738
4CA9ED,Ireland,RYR97WJ,EI-EVP,B738
4CA9EE,Ireland,ITY355,EI-IMT,A319
4CAA53,Ireland,EAI86RD,EI-GPN,AT76
4CAA54,Ireland,EAI28MJ,EI-GPO,AT76
4CAA55,Ireland,EAI42KV,EI-GPP,AT76
4CAA57,Ireland,RYR6SQ,EI-EVR,B738
4CAA58,Ireland,RYR1ER,EI-EVS,B738
4CAA5C,Ireland,RYR6AW,EI-EVX,B738
4CAA61,Ireland,RYR27RM,EI-EXF,B738
4CAAA7,Ireland,ITY2075,EI-IMV,A319
4CAAAB,Ireland,TAY4VQ,EI-STU,B734
4CAAF1,Ireland,EIN1LW,EI-EIK,A333
4CAB83,Ireland,EILIM,EI-LIM,A139
4CABD2,Ireland,EIN13X,EI-LRF,A21N
4CABD3,Ireland,EIN1AC,EI-LRG,A21N
4CABDC,Ireland,DLH8CK,EI-HIC,CRJX
4CABEC,Ireland,EIN123,EI-EIL,A333
4CABFC,Ireland,KZR7078,EI-KBC,A320
4CAC0D,Ireland,KZR922,EI-KEA,B763
4CAC10,Ireland,KZR576,EI-KGA,A21N
4CAC1E,Ireland,RYR9TY,EI-HEN,B38M
4CAC1F,Ireland,RYR33BD,EI-HEZ,B38M
4CAC20,Ireland,RYR4ZB,EI-HGG,B38M
4CAC23,Ireland,RYR8AA,EI-HGL,B38M
4CAC46,Ireland,MAA6431,EI-MYY,A332
4CAC51,Ireland,GTR2532,EI-MAE,A333
4CAC54,Ireland,RYR763F,EI-HGP,B38M
4CAC55,Ireland,RYR23JJ,EI-HGR,B38M
4CAC56,Ireland,RYR8PV,EI-HGT,B38M
4CAC79,Ireland,SAS63H,EI-SIJ,A20N
4CAC7B,Ireland,SAS1524,EI-SIL,A20N
4CAC84,Ireland,RYR7DN,EI-HGF,B38M
4CAC85,Ireland,RYR562M,EI-HGH,B38M
4CAC86,Ireland,RYR69SB,EI-HMZ,B38M
4CAC87,Ireland,RYR9BX,EI-IFP,B38M
4CAC89,Ireland,RYR1349,EI-IFS,B38M
4CAC8A,Ireland,SAS55A,EI-SIT,A20N
4CAC8D,Ireland,NOS3277,EI-HIM,B738
4CAC9F,Ireland,SAS64C,EI-FPS,CRJ9
4CACC9,Ireland,SAS4194,EI-FPU,CRJ9
4CACE0,Ireland,RYR74MH,EI-GJT,B738
4CACF4,Ireland,AMX761,EI-GZB,B38M
4CAD10,Ireland,RYR1065,EI-HGX,B38M
4CAD11,Ireland,RYR62FJ,EI-HGY,B38M
4CAD12,Ireland,RYR8CU,EI-HGZ,B38M
4CAD13,Ireland,EAI95NA,EI-GZV,AT76
4CAD28,Ireland,RYR220V,EI-HES,B38M
4CAD29,Ireland,RYR6RC,EI-HET,B38M
4CAD2A,Ireland,RYR8TF,EI-HEV,B38M
4CAD39,Ireland,RYR24HZ,EI-HEY,B38M
4CAD3A,Ireland,RYR8EM,EI-HGN,B38M
4CAD3C,Ireland,RYR2TH,EI-HMT,B38M
4CAD41,Ireland,SAS78C,EI-SIN,A20N
4CAD44,Ireland,ITY620,EI-IFA,A359
4CAD45,Ireland,AZ610,EI-IFB,A359
4CAD49,Ireland,ITY681,EI-IFF,A359
4CAD54,Ireland,RYR645C,EI-HGV,B38M
4CAD62,Ireland,SON004,EJ-SCOT,GLF4
4CAD64,Ireland,RYR5SG,EI-HMY,B38M
4CAD7A,Ireland,EIN17R,EI-NSA,A20N
4CAD7B,Ireland,EIN182,EI-NSB,A20N
4CAD87,Ireland,SAS1832,EI-SIS,A20N
4CAD88,Ireland,SAS542,EI-SIU,A20N
4CAD89,Ireland,SAS76H,EI-SIX,A20N
4CAD91,Ireland,SAS92M,EI-SCA,A20N
4CAD9F,Ireland,EAI38AP,EI-HDI,AT76
4CADA2,Ireland,RAM1626,EI-HJB,A320
4CADA3,Ireland,RYR66QH,EI-IFT,B38M
4CADA4,Ireland,RYR74DK,EI-IFV,B38M
4CADA7,Ireland,ITY063,EI-INB,A20N
4CADA8,Ireland,ITY109,EI-INC,A20N
4CADAC,Ireland,ITY1501,EI-HJD,A20N
4CADB7,Ireland,RYR6KZ,EI-IFW,B38M
4CADB9,Ireland,RYR9PR,EI-IFY,B38M
4CADBA,Ireland,RYR48KG,EI-IGH,B38M
4CADBC,Ireland,RYR17ST,EI-IGJ,B38M
4CADBD,Ireland,RYR95WK,EI-IGK,B38M
4CADBF,Ireland,RYR1MF,EI-IGM,B38M
4CADC0,Ireland,RYR93HN,EI-IFZ,B38M
4CADC2,Ireland,RYR8WP,EI-IGA,B38M
4CADC4,Ireland,RYR5DX,EI-IGG,B38M
4CADE0,Ireland,RYR58EZ,EI-IGV,B38M
4CADE2,Ireland,RYR8282,EI-IGW,B38M
4CADE4,Ireland,RYR41LB,EI-IGY,B38M
4CADE5,Ireland,RYR8UG,EI-IGZ,B38M
4CADE6,Ireland,RYR9FC,EI-IHA,B38M
4CADE7,Ireland,RYR71VF,EI-IHB,B38M
4CADF0,Ireland,RYR375V,EI-IHF,B38M
4CADF4,Ireland,RYR4XA,EI-IHI,B38M
4CADF6,Ireland,RYR25DF,EI-IHK,B38M
4CADF9,Ireland,RYR69QL,EI-IHO,B38M
4CADFC,Ireland,RYR37FJ,EI-IHP,B38M
4CAE8E,Ireland,SAS019,EI-SID,A20N
4CAF7E,Ireland,SAS1501,EI-SIE,A20N
4CAF94,Ireland,SAS2880,EI-FPW,CRJ9
4CAFB3,Ireland,RYR7HU,EI-GSG,B738
4CAFB4,Ireland,RYR239R,EI-GSH,B738
4CAFB5,Ireland,RYR2ZV,EI-GSI,B738
4CAFC1,Ireland,RYR6KK,EI-GSJ,B738
4CAFC4,Ireland,RYR9FR,EI-GXI,B738
4CAFCC,Ireland,SAS528,EI-SIG,A20N
4CAFCD,Ireland,SAS812,EI-SIH,A20N
4CAFCE,Ireland,SAS810,EI-SII,A20N
4CAFD0,Ireland,RYR390,EI-GXK,B738
4CAFD1,Ireland,RYR805A,EI-GXL,B738
4CAFD2,Ireland,RYR3BB,EI-GXM,B738
4CAFD3,Ireland,RYR4586,EI-GXN,B738
4CAFD8,Ireland,SAS1522,EI-GEF,CRJ9
4CC269,Iceland,ICE634,TF-FIA,B752
4CC2A7,Iceland,ICE34G,TF-FIP,B752
4CC41A,Iceland,SXY332,TF-AMI,B744
4CC4F1,Iceland,ICE732,TF-ISP,B763
4CC50F,Iceland,ICE594,TF-ICY,B38M
4CC516,Iceland,ICE27Y,TF-FXH,DH8B
4CC547,Iceland,ICE84H,TF-ICR,B38M
4CC549,Iceland,ICE6LC,TF-ICS,B38M
4CC54A,Iceland,ABD703,TF-AMD,B744
4CC54E,Iceland,BCS8029,TF-BBQ,B738
4CC552,Iceland,FPY905,TF-PPA,A20N
